
Plant,Row,Bay,Level,Side,Location_Code
ANV2,D,08,4,L,ANV2_D_08_4_L
ANV2,D,08,4,R,ANV2_D_08_4_R
ANV2,D,08,5,L,ANV2_D_08_5_L
ANV2,D,08,5,R,ANV2_D_08_5_R
ANV2,D,08,6,L,ANV2_D_08_6_L
ANV2,D,08,6,R,ANV2_D_08_6_R
ANV2,D,09,1,L,ANV2_D_09_1_L
ANV2,D,09,1,R,ANV2_D_09_1_R
ANV2,D,09,2,L,ANV2_D_09_2_L
ANV2,D,09,2,R,ANV2_D_09_2_R
ANV2,D,09,3,L,ANV2_D_09_3_L
ANV2,D,09,3,R,ANV2_D_09_3_R
ANV2,D,09,4,L,ANV2_D_09_4_L
ANV2,D,09,4,R,ANV2_D_09_4_R
ANV2,D,09,5,L,ANV2_D_09_5_L
ANV2,D,09,5,R,ANV2_D_09_5_R
ANV2,D,09,6,L,ANV2_D_09_6_L
ANV2,D,09,6,R,ANV2_D_09_6_R
ANV2,D,10,1,L,ANV2_D_10_1_L
ANV2,D,10,1,R,ANV2_D_10_1_R
ANV2,D,10,2,L,ANV2_D_10_2_L
ANV2,D,10,2,R,ANV2_D_10_2_R
ANV2,D,10,3,L,ANV2_D_10_3_L
ANV2,D,10,3,R,ANV2_D_10_3_R
ANV2,D,10,4,L,ANV2_D_10_4_L
ANV2,D,10,4,R,ANV2_D_10_4_R
ANV2,D,10,5,L,ANV2_D_10_5_L
ANV2,D,10,5,R,ANV2_D_10_5_R
ANV2,D,10,6,L,ANV2_D_10_6_L
ANV2,D,10,6,R,ANV2_D_10_6_R
ANV2,D,11,1,L,ANV2_D_11_1_L
ANV2,D,11,1,R,ANV2_D_11_1_R
ANV2,D,11,2,L,ANV2_D_11_2_L
ANV2,D,11,2,R,ANV2_D_11_2_R
ANV2,D,11,3,L,ANV2_D_11_3_L
ANV2,D,11,3,R,ANV2_D_11_3_R
ANV2,D,11,4,L,ANV2_D_11_4_L
ANV2,D,11,4,R,ANV2_D_11_4_R
ANV2,D,11,5,L,ANV2_D_11_5_L
ANV2,D,11,5,R,ANV2_D_11_5_R
ANV2,D,11,6,L,ANV2_D_11_6_L
ANV2,D,11,6,R,ANV2_D_11_6_R
ANV2,D,12,1,L,ANV2_D_12_1_L
ANV2,D,12,1,R,ANV2_D_12_1_R
ANV2,D,12,2,L,ANV2_D_12_2_L
ANV2,D,12,2,R,ANV2_D_12_2_R
ANV2,D,12,3,L,ANV2_D_12_3_L
ANV2,D,12,3,R,ANV2_D_12_3_R
ANV2,D,12,4,L,ANV2_D_12_4_L
ANV2,D,12,4,R,ANV2_D_12_4_R
ANV2,D,12,5,L,ANV2_D_12_5_L
ANV2,D,12,5,R,ANV2_D_12_5_R
ANV2,D,12,6,L,ANV2_D_12_6_L
ANV2,D,12,6,R,ANV2_D_12_6_R
ANV2,D,13,1,L,ANV2_D_13_1_L
ANV2,D,13,1,R,ANV2_D_13_1_R
ANV2,D,13,2,L,ANV2_D_13_2_L
ANV2,D,13,2,R,ANV2_D_13_2_R
ANV2,D,13,3,L,ANV2_D_13_3_L
ANV2,D,13,3,R,ANV2_D_13_3_R
ANV2,D,13,4,L,ANV2_D_13_4_L
ANV2,D,13,4,R,ANV2_D_13_4_R
ANV2,D,13,5,L,ANV2_D_13_5_L
ANV2,D,13,5,R,ANV2_D_13_5_R
ANV2,D,13,6,L,ANV2_D_13_6_L
ANV2,D,13,6,R,ANV2_D_13_6_R
